"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 74 -0.40528943
14 "WALKING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 74 -0.565601466081081
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 74 -0.411909719594595
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 74 -0.678750350135135
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 74 -0.561322950945946
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 74 -0.406678108108108
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 74 -0.567201282027027
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 74 -0.60354420945946
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 74 -0.562733252702703
14 "WALKING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 74 -0.529262243378378
14 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 74 -0.77030089554054
14 "WALKING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 74 -0.75738578027027
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 74 -0.609038908918919
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 74 -0.251880271094595
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 74 -0.533563220540541
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 74 -0.591449956486487
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 74 -0.170313804039189
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 74 -0.430624587162162
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 74 -0.566060023108108
14 "WALKING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 74 -0.632927475540541
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 74 -0.625595376891892
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 74 -0.43445519972973
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 74 -0.659286392837838
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 74 -0.624145724594595
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 74 -0.367760098378378
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 74 -0.690413386081081
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 74 -0.564591342162162
14 "WALKING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 74 -0.51900424972973
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 58 0.00299112856551724
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 58 -0.101115076366897
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 58 0.0980750249310345
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 58 -0.288824754586207
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 58 -0.523377914655172
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 58 -0.443780454482759
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 58 -0.216082565601724
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 58 -0.38216092137931
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 58 -0.127952445399655
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 58 -0.0415203345874138
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 58 -0.0642078122381035
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 58 -0.430134387586207
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 58 -0.810444542413793
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 58 -0.599481997931034
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 58 -0.664713625172414
14 "WALKING_DOWNSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 58 -0.67960595137931
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 58 0.291329666206897
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 58 -0.0210170522987931
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 58 -0.107192376965517
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 58 -0.253756934258621
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 58 -0.14054060387069
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 58 -0.457972381896552
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 58 -0.22010859462069
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 58 -0.259465249913793
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 58 0.110656929396552
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 58 -0.0195416626931035
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 58 -0.0113348791672414
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 58 -0.501968387931034
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 58 -0.371661522413793
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 58 -0.711494695517241
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 58 -0.50048333137931
14 "WALKING_DOWNSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 58 -0.482976929827586
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 58 0.929627532241379
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 58 -0.0724270175862069
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 58 0.21879595837931
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 58 -0.964470066724138
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 58 -0.937816011034483
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 58 -0.92619169637931
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 58 -0.22010859462069
14 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 58 -0.259465249913793
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 58 -0.217799723931035
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 58 -0.632916352241379
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 58 -0.410311447586207
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 58 -0.316252107741379
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 58 -0.470641125
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 58 -0.506738306724138
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 58 -0.485763582068965
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 58 -0.423707329706897
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 58 -0.687034281206896
14 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 58 -0.693032409137931
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 58 -0.372245192931035
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 58 -0.196381053741379
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 58 -0.556097089137931
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 58 -0.213028874331034
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 58 -0.166842375587931
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 58 -0.449465441724138
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 58 -0.288154787517241
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 58 -0.359437080103448
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 58 -0.525789450689655
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 58 -0.415699643793103
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 58 -0.686843959310345
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 58 -0.522153341034483
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 58 -0.365719830448276
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 58 -0.734990064137931
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 58 -0.471642111551724
14 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 58 -0.502224768103448
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 65 0.0556121923307692
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 65 -0.109437658104615
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 65 0.0996227385527692
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 65 -0.489011794784615
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 65 -0.433673383846154
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 65 -0.564195608923077
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 65 -0.3186346998
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 65 -0.387754116158462
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 65 -0.126481161061538
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 65 -0.0281452998369231
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 65 -0.0540452217153846
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 65 -0.693854902307692
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 65 -0.839699143076923
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 65 -0.746268282923077
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 65 -0.777106026615385
14 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 65 -0.824883302769231
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 65 0.277995411384615
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 65 -0.0269863524264615
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 65 -0.126210440292308
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.459775646153846
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 65 -0.223086808769231
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 65 -0.296523975076923
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 65 -0.305772199076923
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.480006649846154
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 65 0.0740041435707692
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 65 0.00925514041553846
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 65 -0.0116906813498462
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 65 -0.663642746307692
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 65 -0.627131235692308
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 65 -0.812458372307692
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 65 -0.679160843538462
14 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 65 -0.674513059846154
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 65 0.927693239538462
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 65 -0.217641282461538
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 65 0.108230986684615
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.950878450307692
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 65 -0.931758272769231
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 65 -0.882722399076923
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 65 -0.305772199076923
14 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.480006649846154
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 65 -0.476144998846154
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 65 -0.618579913384615
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 65 -0.575169715692308
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 65 -0.500119831476923
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 65 -0.349362687538462
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 65 -0.601112612153846
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 65 -0.567153469846154
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 65 -0.386612992876923
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 65 -0.822403906
14 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 65 -0.841061012153846
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 65 -0.521649838769231
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 65 -0.380150805384615
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 65 -0.542931828
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.437975786923077
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 65 -0.199988428584615
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 65 -0.237296741292308
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 65 -0.527907561538462
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.536120293230769
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 65 -0.668208156461538
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 65 -0.640849424923077
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 65 -0.793266971230769
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 65 -0.690213625846154
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 65 -0.638086010153846
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 65 -0.830526636615385
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 65 -0.654795110615385
14 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 65 -0.703433692615385
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 76 -0.0170656239526316
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 76 -0.0903229228815789
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 76 0.152436344328947
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 76 -0.990328197763158
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 76 -0.97932567881579
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 76 -0.969302237763158
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 76 -0.951863594736842
15 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 76 -0.965676821973684
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 76 -0.100368640868421
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 76 -0.0396682720394737
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 76 -0.0711533355789474
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 76 -0.992665154868421
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 76 -0.989063341973684
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 76 -0.993759841842105
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 76 -0.99219798
15 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 76 -0.989917354473684
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 76 0.271645864540789
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 76 -0.0191895728026316
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 76 -0.105002540289474
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 76 -0.969445445263158
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 76 -0.983231351842105
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 76 -0.984500013157895
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 76 -0.976785042368421
15 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 76 -0.964355190394737
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 76 0.0866502529210526
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 76 0.0124420033513158
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 76 -0.00614755098663158
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 76 -0.989315824868421
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 76 -0.987182887763158
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 76 -0.989064628947368
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 76 -0.989970604210526
15 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 76 -0.989101949473684
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 76 -0.621309715263158
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 76 0.803015011578947
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 76 0.614523405921053
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 76 -0.944472488552632
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 76 -0.987887995263158
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 76 -0.984081708947368
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 76 -0.976785042368421
15 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 76 -0.964355190394737
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 76 -0.988386324868421
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 76 -0.983127999342105
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 76 -0.970171219605263
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 76 -0.990970119605263
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 76 -0.977491843421053
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 76 -0.971789046710526
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 76 -0.974305179605263
15 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 76 -0.96613921868421
15 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 76 -0.990430914078947
15 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 76 -0.989628012236842
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 76 -0.973262289210526
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 76 -0.983664034342105
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 76 -0.984923123552632
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 76 -0.967971891447369
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 76 -0.983317083947368
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 76 -0.984854487894737
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 76 -0.969269114078947
15 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 76 -0.966576631710526
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 76 -0.989224043947368
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 76 -0.987115080789474
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 76 -0.987308252236842
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 76 -0.990410106973684
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 76 -0.988238648552632
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 76 -0.989370490789474
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 76 -0.989138184473684
15 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 76 -0.987901463289474
15 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 78 -0.0370217449628205
15 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 78 -0.0840648503320513
15 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 78 0.0711109471666667
15 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 78 -0.991027700512821
15 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 78 -0.973444813846154
